Frequency,DB(MAG(V(Output))),PHDEG(V(Output)),PHDEG_corrected(V(Output))
141.9253557,1.872861299,-316.8821535,-136.8821535
142.2525274,1.799737988,-316.8767277,-136.8767277
142.5804534,1.726989261,-316.8705261,-136.8705261
142.9091353,1.654610539,-316.8635631,-136.8635631
143.2385748,1.582597331,-316.8558526,-136.8558526
143.5687739,1.510945225,-316.8474083,-136.8474083
143.8997341,1.439649891,-316.8382433,-136.8382433
144.2314572,1.368707075,-316.8283708,-136.8283708
144.5639451,1.298112599,-316.8178033,-136.8178033
144.8971994,1.227862362,-316.8065532,-136.8065532
145.2312219,1.157952334,-316.7946325,-136.7946325
145.5660145,1.088378554,-316.7820529,-136.7820529
145.9015788,1.019137135,-316.768826,-136.768826
146.2379166,0.950224255,-316.754963,-136.754963
146.5750299,0.881636158,-316.7404747,-136.7404747
146.9129202,0.813369154,-316.725372,-136.725372
147.2515895,0.745419616,-316.7096652,-136.7096652
147.5910394,0.677783979,-316.6933645,-136.6933645
147.9312719,0.61045874,-316.6764799,-136.6764799
148.2722887,0.543440453,-316.6590212,-136.6590212
148.6140916,0.476725731,-316.640998,-136.640998
148.9566825,0.410311244,-316.6224194,-136.6224194
149.3000631,0.344193718,-316.6032946,-136.6032946
149.6442353,0.278369932,-316.5836326,-136.5836326
149.9892009,0.212836719,-316.563442,-136.563442
150.3349617,0.147590965,-316.5427313,-136.5427313
150.6815196,0.082629605,-316.521509,-136.521509
151.0288764,0.017949625,-316.4997832,-136.4997832
151.3770339,-0.04645194,-316.4775618,-136.4775618
151.725994,-0.110578009,-316.4548527,-136.4548527
152.0757585,-0.174431451,-316.4316635,-136.4316635
152.4263294,-0.238015093,-316.4080017,-136.4080017
152.7777083,-0.301331713,-316.3838747,-136.3838747
153.1298973,-0.36438405,-316.3592896,-136.3592896
153.4828982,-0.427174794,-316.3342535,-136.3342535
153.8367128,-0.489706599,-316.3087733,-136.3087733
154.1913431,-0.551982073,-316.2828557,-136.2828557
154.5467908,-0.614003786,-316.2565074,-136.2565074
154.903058,-0.675774267,-316.2297347,-136.2297347
155.2601464,-0.737296008,-316.2025442,-136.2025442
155.618058,-0.79857146,-316.174942,-136.174942
155.9767947,-0.85960304,-316.1469343,-136.1469343
156.3363583,-0.920393125,-316.1185269,-136.1185269
156.6967508,-0.98094406,-316.0897259,-136.0897259
157.0579742,-1.041258151,-316.0605369,-136.0605369
157.4200302,-1.101337672,-316.0309656,-136.0309656
157.7829208,-1.161184863,-316.0010175,-136.0010175
158.146648,-1.220801929,-315.9706981,-135.9706981
158.5112137,-1.280191045,-315.9400128,-135.9400128
158.8766198,-1.339354353,-315.9089667,-135.9089667
159.2428682,-1.398293962,-315.877565,-135.877565
159.6099609,-1.457011954,-315.8458128,-135.8458128
159.9778999,-1.515510378,-315.8137149,-135.8137149
160.3466871,-1.573791255,-315.7812763,-135.7812763
160.7163243,-1.631856575,-315.7485018,-135.7485018
161.0868137,-1.689708302,-315.7153959,-135.7153959
161.4581572,-1.747348371,-315.6819634,-135.6819634
161.8303567,-1.80477869,-315.6482087,-135.6482087
162.2034142,-1.862001139,-315.6141362,-135.6141362
162.5773317,-1.919017572,-315.5797505,-135.5797505
162.9521111,-1.97582982,-315.5450557,-135.5450557
163.3277545,-2.032439683,-315.510056,-135.510056
163.7042639,-2.088848942,-315.4747556,-135.4747556
164.0816412,-2.145059349,-315.4391586,-135.4391586
164.4598884,-2.201072633,-315.403269,-135.403269
164.8390076,-2.256890502,-315.3670906,-135.3670906
165.2190008,-2.312514637,-315.3306275,-135.3306275
165.5998699,-2.3679467,-315.2938833,-135.2938833
165.9816171,-2.423188326,-315.2568618,-135.2568618
166.3642442,-2.478241133,-315.2195667,-135.2195667
166.7477534,-2.533106713,-315.1820017,-135.1820017
167.1321467,-2.58778664,-315.1441702,-135.1441702
167.517426,-2.642282466,-315.1060758,-135.1060758
167.9035936,-2.696595722,-315.067722,-135.067722
168.2906514,-2.75072792,-315.029112,-135.029112
168.6786014,-2.804680551,-314.9902493,-134.9902493
169.0674457,-2.858455087,-314.9511372,-134.9511372
169.4571864,-2.912052981,-314.9117789,-134.9117789
169.8478256,-2.965475668,-314.8721775,-134.8721775
170.2393653,-3.018724564,-314.8323362,-134.8323362
170.6318075,-3.071801065,-314.7922581,-134.7922581
171.0251545,-3.124706552,-314.7519462,-134.7519462
171.4194082,-3.177442387,-314.7114036,-134.7114036
171.8145707,-3.230009915,-314.6706331,-134.6706331
172.2106442,-3.282410464,-314.6296377,-134.6296377
172.6076307,-3.334645346,-314.5884203,-134.5884203
173.0055324,-3.386715855,-314.5469836,-134.5469836
173.4043514,-3.438623271,-314.5053305,-134.5053305
173.8040897,-3.490368857,-314.4634636,-134.4634636
174.2047495,-3.54195386,-314.4213857,-134.4213857
174.6063329,-3.593379511,-314.3790994,-134.3790994
175.0088421,-3.64464703,-314.3366074,-134.3366074
175.4122791,-3.695757616,-314.2939123,-134.2939123
175.8166462,-3.746712458,-314.2510165,-134.2510165
176.2219454,-3.79751273,-314.2079226,-134.2079226
176.6281789,-3.84815959,-314.1646331,-134.1646331
177.0353489,-3.898654184,-314.1211505,-134.1211505
177.4434576,-3.948997643,-314.077477,-134.077477
177.852507,-3.999191084,-314.0336152,-134.0336152
178.2624994,-4.049235614,-313.9895674,-133.9895674
178.6734369,-4.099132323,-313.9453357,-133.9453357
179.0853217,-4.148882291,-313.9009227,-133.9009227
179.498156,-4.198486584,-313.8563304,-133.8563304
179.911942,-4.247946256,-313.8115612,-133.8115612
180.3266818,-4.297262347,-313.7666172,-133.7666172
180.7423777,-4.346435889,-313.7215006,-133.7215006
181.159032,-4.395467898,-313.6762134,-133.6762134
181.5766467,-4.444359381,-313.6307579,-133.6307579
181.9952241,-4.493111332,-313.5851361,-133.5851361
182.4147664,-4.541724734,-313.5393501,-133.5393501
182.8352758,-4.59020056,-313.4934019,-133.4934019
183.2567547,-4.638539769,-313.4472934,-133.4472934
183.6792051,-4.686743314,-313.4010267,-133.4010267
184.1026294,-4.734812132,-313.3546038,-133.3546038
184.5270298,-4.782747154,-313.3080265,-133.3080265
184.9524086,-4.830549298,-313.2612967,-133.2612967
185.3787679,-4.878219473,-313.2144165,-133.2144165
185.8061101,-4.925758576,-313.1673875,-133.1673875
186.2344374,-4.973167498,-313.1202117,-133.1202117
186.6637521,-5.020447117,-313.0728908,-133.0728908
187.0940565,-5.067598302,-313.0254267,-133.0254267
187.5253529,-5.114621913,-312.9778211,-132.9778211
187.9576434,-5.161518801,-312.9300758,-132.9300758
188.3909306,-5.208289808,-312.8821926,-132.8821926
188.8252165,-5.254935765,-312.834173,-132.834173
189.2605036,-5.301457497,-312.7860189,-132.7860189
189.6967941,-5.347855818,-312.7377319,-132.7377319
190.1340904,-5.394131534,-312.6893137,-132.6893137
190.5723947,-5.440285444,-312.6407658,-132.6407658
191.0117095,-5.486318336,-312.59209,-132.59209
191.4520369,-5.53223099,-312.5432877,-132.5432877
191.8933795,-5.578024181,-312.4943607,-132.4943607
192.3357394,-5.623698673,-312.4453104,-132.4453104
192.7791191,-5.669255223,-312.3961385,-132.3961385
193.2235208,-5.714694579,-312.3468464,-132.3468464
193.668947,-5.760017483,-312.2974356,-132.2974356
194.1154001,-5.805224669,-312.2479077,-132.2479077
194.5628823,-5.850316864,-312.1982641,-132.1982641
195.011396,-5.895294785,-312.1485064,-132.1485064
195.4609437,-5.940159145,-312.0986359,-132.0986359
195.9115277,-5.984910648,-312.0486541,-132.0486541
196.3631505,-6.029549991,-311.9985625,-131.9985625
196.8158143,-6.074077866,-311.9483623,-131.9483623
197.2695216,-6.118494954,-311.8980551,-131.8980551
197.7242748,-6.162801934,-311.8476422,-131.8476422
198.1800763,-6.206999475,-311.797125,-131.797125
198.6369286,-6.251088241,-311.7465048,-131.7465048
199.094834,-6.295068888,-311.6957829,-131.6957829
199.553795,-6.338942068,-311.6449608,-131.6449608
200.013814,-6.382708423,-311.5940396,-131.5940396
200.4748935,-6.426368593,-311.5430208,-131.5430208
200.9370358,-6.469923209,-311.4919055,-131.4919055
201.4002435,-6.513372897,-311.4406951,-131.4406951
201.864519,-6.556718276,-311.3893908,-131.3893908
202.3298648,-6.599959961,-311.3379939,-131.3379939
202.7962833,-6.643098559,-311.2865057,-131.2865057
203.263777,-6.686134672,-311.2349272,-131.2349272
203.7323484,-6.729068897,-311.1832598,-131.1832598
204.202,-6.771901826,-311.1315047,-131.1315047
204.6727342,-6.814634042,-311.079663,-131.079663
205.1445536,-6.857266127,-311.027736,-131.027736
205.6174606,-6.899798655,-310.9757248,-130.9757248
206.0914578,-6.942232195,-310.9236306,-130.9236306
206.5665477,-6.98456731,-310.8714545,-130.8714545
207.0427328,-7.026804561,-310.8191976,-130.8191976
207.5200156,-7.0689445,-310.7668612,-130.7668612
207.9983986,-7.110987677,-310.7144462,-130.7144462
208.4778844,-7.152934634,-310.6619539,-130.6619539
208.9584756,-7.194785911,-310.6093853,-130.6093853
209.4401746,-7.236542042,-310.5567416,-130.5567416
209.9229841,-7.278203555,-310.5040237,-130.5040237
210.4069066,-7.319770976,-310.4512328,-130.4512328
210.8919446,-7.361244823,-310.39837,-130.39837
211.3781007,-7.402625612,-310.3454362,-130.3454362
211.8653776,-7.443913855,-310.2924326,-130.2924326
212.3537777,-7.485110055,-310.2393601,-130.2393601
212.8433037,-7.526214717,-310.1862199,-130.1862199
213.3339582,-7.567228335,-310.1330128,-130.1330128
213.8257438,-7.608151405,-310.0797401,-130.0797401
214.318663,-7.648984414,-310.0264025,-130.0264025
214.8127185,-7.689727847,-309.9730012,-129.9730012
215.307913,-7.730382184,-309.9195371,-129.9195371
215.804249,-7.770947901,-309.8660112,-129.8660112
216.3017292,-7.811425471,-309.8124244,-129.8124244
216.8003562,-7.851815362,-309.7587778,-129.7587778
217.3001326,-7.892118038,-309.7050723,-129.7050723
217.8010611,-7.932333959,-309.6513089,-129.6513089
218.3031444,-7.972463582,-309.5974884,-129.5974884
218.8063852,-8.012507359,-309.5436118,-129.5436118
219.310786,-8.05246574,-309.48968,-129.48968
219.8163495,-8.092339168,-309.435694,-129.435694
220.3230786,-8.132128087,-309.3816547,-129.3816547
220.8309757,-8.171832933,-309.327563,-129.327563
221.3400437,-8.211454141,-309.2734197,-129.2734197
221.8502852,-8.250992142,-309.2192258,-129.2192258
222.3617029,-8.290447362,-309.1649821,-129.1649821
222.8742996,-8.329820226,-309.1106896,-129.1106896
223.3880779,-8.369111154,-309.056349,-129.056349
223.9030406,-8.408320563,-309.0019614,-129.0019614
224.4191904,-8.447448866,-308.9475274,-128.9475274
224.9365301,-8.486496474,-308.893048,-128.893048
225.4550623,-8.525463794,-308.8385241,-128.8385241
225.9747899,-8.56435123,-308.7839564,-128.7839564
226.4957156,-8.603159182,-308.7293458,-128.7293458
227.0178422,-8.641888048,-308.6746931,-128.6746931
227.5411723,-8.680538223,-308.6199992,-128.6199992
228.0657089,-8.719110097,-308.5652648,-128.5652648
228.5914547,-8.75760406,-308.5104908,-128.5104908
229.1184124,-8.796020496,-308.455678,-128.455678
229.6465849,-8.834359788,-308.4008272,-128.4008272
230.1759749,-8.872622315,-308.3459391,-128.3459391
230.7065854,-8.910808454,-308.2910146,-128.2910146
231.238419,-8.948918579,-308.2360544,-128.2360544
231.7714786,-8.98695306,-308.1810593,-128.1810593
232.305767,-9.024912266,-308.1260301,-128.1260301
232.8412871,-9.062796562,-308.0709676,-128.0709676
233.3780417,-9.10060631,-308.0158725,-128.0158725
233.9160337,-9.138341871,-307.9607455,-127.9607455
234.4552658,-9.176003601,-307.9055875,-127.9055875
234.995741,-9.213591855,-307.8503992,-127.8503992
235.5374621,-9.251106986,-307.7951812,-127.7951812
236.0804321,-9.288549342,-307.7399344,-127.7399344
236.6246537,-9.325919271,-307.6846595,-127.6846595
237.1701298,-9.363217116,-307.6293571,-127.6293571
237.7168634,-9.40044322,-307.5740281,-127.5740281
238.2648574,-9.437597923,-307.5186732,-127.5186732
238.8141146,-9.47468156,-307.4632929,-127.4632929
239.364638,-9.511694467,-307.4078882,-127.4078882
239.9164305,-9.548636975,-307.3524595,-127.3524595
240.469495,-9.585509415,-307.2970078,-127.2970078
241.0238344,-9.622312114,-307.2415336,-127.2415336
241.5794518,-9.659045397,-307.1860376,-127.1860376
242.1363499,-9.695709587,-307.1305205,-127.1305205
242.6945318,-9.732305004,-307.0749831,-127.0749831
243.2540005,-9.768831968,-307.0194259,-127.0194259
243.8147589,-9.805290794,-306.9638496,-126.9638496
244.37681,-9.841681796,-306.908255,-126.908255
244.9401567,-9.878005287,-306.8526427,-126.8526427
245.5048021,-9.914261575,-306.7970132,-126.7970132
246.0707491,-9.950450969,-306.7413674,-126.7413674
246.6380007,-9.986573774,-306.6857058,-126.6857058
247.2065601,-10.02263029,-306.6300291,-126.6300291
247.77643,-10.05862083,-306.5743379,-126.5743379
248.3476137,-10.09454568,-306.5186329,-126.5186329
248.9201141,-10.13040514,-306.4629146,-126.4629146
249.4939342,-10.16619952,-306.4071838,-126.4071838
250.0690771,-10.20192909,-306.3514411,-126.3514411
250.6455459,-10.23759416,-306.295687,-126.295687
251.2233435,-10.27319501,-306.2399222,-126.2399222
251.8024731,-10.30873193,-306.1841473,-126.1841473
252.3829378,-10.3442052,-306.1283629,-126.1283629
252.9647406,-10.37961512,-306.0725697,-126.0725697
253.5478845,-10.41496196,-306.0167682,-126.0167682
254.1323727,-10.450246,-305.960959,-125.960959
254.7182084,-10.48546753,-305.9051427,-125.9051427
255.3053945,-10.52062681,-305.8493199,-125.8493199
255.8939342,-10.55572413,-305.7934912,-125.7934912
256.4838306,-10.59075975,-305.7376573,-125.7376573
257.0750869,-10.62573395,-305.6818185,-125.6818185
257.6677062,-10.660647,-305.6259757,-125.6259757
258.2616916,-10.69549916,-305.5701292,-125.5701292
258.8570463,-10.73029071,-305.5142797,-125.5142797
259.4537734,-10.7650219,-305.4584278,-125.4584278
260.0518761,-10.79969301,-305.402574,-125.402574
260.6513576,-10.83430429,-305.3467189,-125.3467189
261.2522211,-10.86885599,-305.290863,-125.290863
261.8544696,-10.90334839,-305.2350069,-125.2350069
262.4581065,-10.93778174,-305.1791511,-125.1791511
263.0631349,-10.97215629,-305.1232962,-125.1232962
263.6695581,-11.0064723,-305.0674427,-125.0674427
264.2773792,-11.04073001,-305.0115913,-125.0115913
264.8866015,-11.07492968,-304.9557423,-124.9557423
265.4972282,-11.10907156,-304.8998963,-124.8998963
266.1092625,-11.1431559,-304.844054,-124.844054
266.7227077,-11.17718294,-304.7882157,-124.7882157
267.337567,-11.21115292,-304.732382,-124.732382
267.9538438,-11.2450661,-304.6765535,-124.6765535
268.5715412,-11.2789227,-304.6207307,-124.6207307
269.1906625,-11.31272298,-304.564914,-124.564914
269.8112111,-11.34646717,-304.509104,-124.509104
270.4331902,-11.38015551,-304.4533012,-124.4533012
271.056603,-11.41378824,-304.3975061,-124.3975061
271.681453,-11.44736558,-304.3417192,-124.3417192
272.3077435,-11.48088778,-304.285941,-124.285941
272.9354777,-11.51435507,-304.230172,-124.230172
273.5646589,-11.54776767,-304.1744127,-124.1744127
274.1952906,-11.58112582,-304.1186636,-124.1186636
274.827376,-11.61442974,-304.0629252,-124.0629252
275.4609185,-11.64767967,-304.0071979,-124.0071979
276.0959215,-11.68087583,-303.9514823,-123.9514823
276.7323884,-11.71401843,-303.8957787,-123.8957787
277.3703224,-11.74710772,-303.8400878,-123.8400878
278.009727,-11.7801439,-303.7844099,-123.7844099
278.6506056,-11.8131272,-303.7287456,-123.7287456
279.2929616,-11.84605784,-303.6730953,-123.6730953
279.9367984,-11.87893604,-303.6174594,-123.6174594
280.5821194,-11.91176201,-303.5618385,-123.5618385
281.228928,-11.94453597,-303.506233,-123.506233
281.8772276,-11.97725814,-303.4506433,-123.4506433
282.5270217,-12.00992872,-303.3950699,-123.3950699
283.1783138,-12.04254794,-303.3395133,-123.3395133
283.8311072,-12.075116,-303.2839738,-123.2839738
284.4854055,-12.10763312,-303.2284521,-123.2284521
285.1412121,-12.1400995,-303.1729484,-123.1729484
285.7985304,-12.17251534,-303.1174632,-123.1174632
286.4573641,-12.20488087,-303.061997,-123.061997
287.1177165,-12.23719628,-303.0065502,-123.0065502
287.7795912,-12.26946178,-302.9511233,-122.9511233
288.4429917,-12.30167757,-302.8957166,-122.8957166
289.1079214,-12.33384385,-302.8403306,-122.8403306
289.774384,-12.36596084,-302.7849657,-122.7849657
290.442383,-12.39802872,-302.7296223,-122.7296223
291.1119218,-12.43004769,-302.6743009,-122.6743009
291.7830041,-12.46201797,-302.6190019,-122.6190019
292.4556334,-12.49393973,-302.5637257,-122.5637257
293.1298133,-12.52581319,-302.5084727,-122.5084727
293.8055473,-12.55763853,-302.4532432,-122.4532432
294.482839,-12.58941596,-302.3980378,-122.3980378
295.1616921,-12.62114565,-302.3428569,-122.3428569
295.84211,-12.65282781,-302.2877007,-122.2877007
296.5240965,-12.68446263,-302.2325698,-122.2325698
297.2076552,-12.7160503,-302.1774645,-122.1774645
297.8927896,-12.74759101,-302.1223851,-122.1223851
298.5795034,-12.77908495,-302.0673322,-122.0673322
299.2678002,-12.8105323,-302.0123061,-122.0123061
299.9576837,-12.84193325,-301.9573072,-121.9573072
300.6491576,-12.87328799,-301.9023358,-121.9023358
301.3422255,-12.90459671,-301.8473924,-121.8473924
302.0368911,-12.93585958,-301.7924773,-121.7924773
302.733158,-12.96707679,-301.737591,-121.737591
303.43103,-12.99824853,-301.6827337,-121.6827337
304.1305108,-13.02937498,-301.6279058,-121.6279058
304.831604,-13.06045631,-301.5731078,-121.5731078
305.5343134,-13.0914927,-301.51834,-121.51834
306.2386428,-13.12248434,-301.4636027,-121.4636027
306.9445957,-13.15343141,-301.4088963,-121.4088963
307.6521761,-13.18433407,-301.3542212,-121.3542212
308.3613876,-13.21519252,-301.2995778,-121.2995778
309.072234,-13.24600691,-301.2449664,-121.2449664
309.7847191,-13.27677743,-301.1903873,-121.1903873
310.4988467,-13.30750426,-301.1358409,-121.1358409
311.2146204,-13.33818756,-301.0813276,-121.0813276
311.9320442,-13.36882751,-301.0268476,-121.0268476
312.6511218,-13.39942427,-300.9724014,-120.9724014
313.3718571,-13.42997803,-300.9179893,-120.9179893
314.0942538,-13.46048894,-300.8636117,-120.8636117
314.8183159,-13.49095719,-300.8092688,-120.8092688
315.544047,-13.52138293,-300.754961,-120.754961
316.2714512,-13.55176634,-300.7006886,-120.7006886
317.0005322,-13.58210758,-300.646452,-120.646452
317.7312939,-13.61240682,-300.5922515,-120.5922515
318.4637402,-13.64266423,-300.5380874,-120.5380874
319.1978749,-13.67287996,-300.4839601,-120.4839601
319.933702,-13.70305418,-300.4298699,-120.4298699
320.6712254,-13.73318706,-300.375817,-120.375817
321.4104489,-13.76327876,-300.3218019,-120.3218019
322.1513765,-13.79332944,-300.2678248,-120.2678248
322.8940121,-13.82333927,-300.213886,-120.213886
323.6383597,-13.85330839,-300.1599859,-120.1599859
324.3844231,-13.88323697,-300.1061248,-120.1061248
325.1322065,-13.91312518,-300.052303,-120.052303
325.8817136,-13.94297316,-299.9985207,-119.9985207
326.6329485,-13.97278108,-299.9447783,-119.9447783
327.3859153,-14.0025491,-299.8910761,-119.8910761
328.1406177,-14.03227736,-299.8374144,-119.8374144
328.89706,-14.06196603,-299.7837935,-119.7837935
329.655246,-14.09161525,-299.7302137,-119.7302137
330.4151798,-14.12122519,-299.6766752,-119.6766752
331.1768655,-14.150796,-299.6231784,-119.6231784
331.940307,-14.18032783,-299.5697236,-119.5697236
332.7055084,-14.20982083,-299.516311,-119.516311
333.4724738,-14.23927515,-299.462941,-119.462941
334.2412073,-14.26869095,-299.4096138,-119.4096138
335.0117129,-14.29806837,-299.3563296,-119.3563296
335.7839946,-14.32740757,-299.3030889,-119.3030889
336.5580567,-14.3567087,-299.2498918,-119.2498918
337.3339031,-14.38597189,-299.1967386,-119.1967386
338.1115381,-14.4151973,-299.1436296,-119.1436296
338.8909657,-14.44438508,-299.0905651,-119.0905651
339.67219,-14.47353538,-299.0375454,-119.0375454
340.4552153,-14.50264833,-298.9845707,-118.9845707
341.2400456,-14.53172409,-298.9316412,-118.9316412
342.0266852,-14.5607628,-298.8787573,-118.8787573
342.8151381,-14.5897646,-298.8259192,-118.8259192
343.6054086,-14.61872963,-298.7731271,-118.7731271
344.3975009,-14.64765805,-298.7203814,-118.7203814
345.1914191,-14.67654999,-298.6676823,-118.6676823
345.9871675,-14.70540559,-298.6150299,-118.6150299
346.7847503,-14.734225,-298.5624247,-118.5624247
347.5841717,-14.76300835,-298.5098668,-118.5098668
348.385436,-14.79175579,-298.4573565,-118.4573565
349.1885474,-14.82046745,-298.4048941,-118.4048941
349.9935101,-14.84914348,-298.3524797,-118.3524797
350.8003285,-14.877784,-298.3001136,-118.3001136
351.6090067,-14.90638917,-298.2477961,-118.2477961
352.4195492,-14.93495912,-298.1955273,-118.1955273
353.2319602,-14.96349397,-298.1433077,-118.1433077
354.0462439,-14.99199388,-298.0911373,-118.0911373
354.8624048,-15.02045897,-298.0390164,-118.0390164
355.6804471,-15.04888938,-297.9869452,-117.9869452
356.5003753,-15.07728525,-297.934924,-117.934924
357.3221935,-15.1056467,-297.882953,-117.882953
358.1459062,-15.13397388,-297.8310324,-117.8310324
358.9715178,-15.16226691,-297.7791625,-117.7791625
359.7990326,-15.19052593,-297.7273434,-117.7273434
360.628455,-15.21875106,-297.6755755,-117.6755755
361.4597895,-15.24694245,-297.6238588,-117.6238588
362.2930404,-15.27510022,-297.5721937,-117.5721937
363.1282121,-15.30322449,-297.5205803,-117.5205803
363.9653091,-15.33131541,-297.4690189,-117.4690189
364.8043357,-15.3593731,-297.4175096,-117.4175096
365.6452966,-15.38739768,-297.3660528,-117.3660528
366.488196,-15.4153893,-297.3146485,-117.3146485
367.3330386,-15.44334806,-297.263297,-117.263297
368.1798287,-15.47127411,-297.2119985,-117.2119985
369.0285709,-15.49916757,-297.1607532,-117.1607532
369.8792696,-15.52702856,-297.1095614,-117.1095614
370.7319294,-15.55485721,-297.0584231,-117.0584231
371.5865547,-15.58265365,-297.0073386,-117.0073386
372.4431502,-15.61041799,-296.9563082,-116.9563082
373.3017203,-15.63815037,-296.9053319,-116.9053319
374.1622697,-15.66585091,-296.85441,-116.85441
375.0248028,-15.69351973,-296.8035428,-116.8035428
375.8893242,-15.72115696,-296.7527302,-116.7527302
376.7558386,-15.74876271,-296.7019727,-116.7019727
377.6243505,-15.77633711,-296.6512703,-116.6512703
378.4948645,-15.80388028,-296.6006232,-116.6006232
379.3673853,-15.83139234,-296.5500317,-116.5500317
380.2419175,-15.85887342,-296.4994958,-116.4994958
381.1184656,-15.88632362,-296.4490158,-116.4490158
381.9970344,-15.91374308,-296.3985919,-116.3985919
382.8776285,-15.94113191,-296.3482242,-116.3482242
383.7602526,-15.96849022,-296.2979129,-116.2979129
384.6449114,-15.99581814,-296.2476582,-116.2476582
385.5316094,-16.02311579,-296.1974603,-116.1974603
386.4203516,-16.05038328,-296.1473192,-116.1473192
387.3111425,-16.07762073,-296.0972353,-116.0972353
388.2039869,-16.10482826,-296.0472086,-116.0472086
389.0988895,-16.13200598,-295.9972394,-115.9972394
389.9958551,-16.159154,-295.9473277,-115.9473277
390.8948884,-16.18627245,-295.8974738,-115.8974738
391.7959942,-16.21336144,-295.8476778,-115.8476778
392.6991772,-16.24042107,-295.7979399,-115.7979399
393.6044423,-16.26745147,-295.7482602,-115.7482602
394.5117943,-16.29445276,-295.6986389,-115.6986389
395.4212379,-16.32142503,-295.6490761,-115.6490761
396.332778,-16.34836841,-295.599572,-115.599572
397.2464194,-16.375283,-295.5501268,-115.5501268
398.1621669,-16.40216892,-295.5007405,-115.5007405
399.0800255,-16.42902629,-295.4514135,-115.4514135
400,-16.4558552,-295.4021456,-115.4021456
400.9220952,-16.48265577,-295.3529373,-115.3529373
401.8463161,-16.50942812,-295.3037885,-115.3037885
402.7726675,-16.53617235,-295.2546994,-115.2546994
403.7011544,-16.56288856,-295.2056702,-115.2056702
404.6317817,-16.58957688,-295.156701,-115.156701
405.5645543,-16.6162374,-295.107792,-115.107792
406.4994771,-16.64287024,-295.0589432,-115.0589432
407.4365552,-16.66947551,-295.0101548,-115.0101548
408.3757935,-16.6960533,-294.961427,-114.961427
409.3171969,-16.72260373,-294.9127599,-114.9127599
410.2607705,-16.74912691,-294.8641536,-114.8641536
411.2065193,-16.77562294,-294.8156082,-114.8156082
412.1544482,-16.80209192,-294.7671238,-114.7671238
413.1045623,-16.82853396,-294.7187007,-114.7187007
414.0568667,-16.85494917,-294.6703389,-114.6703389
415.0113663,-16.88133765,-294.6220385,-114.6220385
415.9680663,-16.90769951,-294.5737997,-114.5737997
416.9269718,-16.93403484,-294.5256226,-114.5256226
417.8880877,-16.96034376,-294.4775073,-114.4775073
418.8514192,-16.98662636,-294.4294539,-114.4294539
419.8169715,-17.01288275,-294.3814626,-114.3814626
420.7847495,-17.03911303,-294.3335334,-114.3335334
421.7547586,-17.0653173,-294.2856665,-114.2856665
422.7270037,-17.09149567,-294.2378619,-114.2378619
423.7014901,-17.11764823,-294.1901199,-114.1901199
424.6782229,-17.14377508,-294.1424404,-114.1424404
425.6572073,-17.16987633,-294.0948237,-114.0948237
426.6384485,-17.19595208,-294.0472698,-114.0472698
427.6219517,-17.22200242,-293.9997788,-113.9997788
428.6077221,-17.24802746,-293.9523508,-113.9523508
429.5957649,-17.27402729,-293.904986,-113.904986
430.5860855,-17.30000202,-293.8576844,-113.8576844
431.5786889,-17.32595173,-293.8104461,-113.8104461
432.5735805,-17.35187654,-293.7632713,-113.7632713
433.5707656,-17.37777653,-293.71616,-113.71616
434.5702494,-17.4036518,-293.6691123,-113.6691123
435.5720373,-17.42950246,-293.6221283,-113.6221283
436.5761346,-17.45532859,-293.5752082,-113.5752082
437.5825465,-17.48113029,-293.528352,-113.528352
438.5912785,-17.50690767,-293.4815598,-113.4815598
439.6023358,-17.5326608,-293.4348316,-113.4348316
440.6157238,-17.5583898,-293.3881677,-113.3881677
441.631448,-17.58409475,-293.341568,-113.341568
442.6495136,-17.60977575,-293.2950326,-113.2950326
443.6699261,-17.63543289,-293.2485617,-113.2485617
444.6926909,-17.66106627,-293.2021554,-113.2021554
445.7178134,-17.68667598,-293.1558136,-113.1558136
446.7452991,-17.71226211,-293.1095365,-113.1095365
447.7751534,-17.73782476,-293.0633242,-113.0633242
448.8073817,-17.76336401,-293.0171768,-113.0171768
449.8419896,-17.78887996,-292.9710942,-112.9710942
450.8789825,-17.81437271,-292.9250767,-112.9250767
451.9183659,-17.83984234,-292.8791242,-112.8791242
452.9601453,-17.86528894,-292.8332369,-112.8332369
454.0043263,-17.8907126,-292.7874148,-112.7874148
455.0509143,-17.91611343,-292.741658,-112.741658
456.099915,-17.94149149,-292.6959666,-112.6959666
457.1513339,-17.9668469,-292.6503406,-112.6503406
458.2051766,-17.99217972,-292.6047801,-112.6047801
459.2614486,-18.01749006,-292.5592851,-112.5592851
460.3201556,-18.042778,-292.5138558,-112.5138558
461.3813031,-18.06804363,-292.4684923,-112.4684923
462.4448969,-18.09328705,-292.4231944,-112.4231944
463.5109425,-18.11850832,-292.3779624,-112.3779624
464.5794455,-18.14370756,-292.3327963,-112.3327963
465.6504118,-18.16888483,-292.2876962,-112.2876962
466.7238468,-18.19404023,-292.242662,-112.242662
467.7997564,-18.21917384,-292.1976939,-112.1976939
468.8781462,-18.24428576,-292.1527919,-112.1527919
469.959022,-18.26937607,-292.1079561,-112.1079561
471.0423894,-18.29444484,-292.0631866,-112.0631866
472.1282543,-18.31949218,-292.0184833,-112.0184833
473.2166223,-18.34451815,-291.9738464,-111.9738464
